id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_puskesmas,keterangan,jumlah,satuan,tahun
274,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,UPT PASIRLAYUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1430,ORANG,2020
275,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF,18710,ORANG,2020
276,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASIRLUYU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1119,ORANG,2020
277,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF,10152,ORANG,2020
278,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,UPT PASUNDAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,666,ORANG,2020
279,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF,18248,ORANG,2020
280,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT PELINDUNG HEWAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3769,ORANG,2020
281,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF,17245,ORANG,2020
282,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT PUTER,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6241,ORANG,2020
283,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF,20511,ORANG,2020
284,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT RIUNG BANDUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2088,ORANG,2020
285,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF,28511,ORANG,2020
286,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT RUSUNAWA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,776,ORANG,2020
287,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF,3891,ORANG,2020
288,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT SALAM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,736,ORANG,2020
289,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF,17677,ORANG,2020
290,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SARIJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,454,ORANG,2020
291,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF,22814,ORANG,2020
292,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT SEKEJATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1150,ORANG,2020
293,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF,7129,ORANG,2020
294,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT SEKELOA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1280,ORANG,2020
295,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANG JAYA,USIA PRODUKTIF,17638,ORANG,2020
296,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT SINDANG JAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1269,ORANG,2020
297,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF,9195,ORANG,2020
298,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAGALIH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,924,ORANG,2020
299,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF,39509,ORANG,2020
300,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT SUKAHAJI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,632,ORANG,2020
301,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF,45553,ORANG,2020
302,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAJADI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1664,ORANG,2020
303,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPARKIR,USIA PRODUKTIF,4934,ORANG,2020
304,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT SUKAPARKIR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1337,ORANG,2020
305,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF,15670,ORANG,2020
306,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,UPT SUKARAJA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,622,ORANG,2020
307,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF,8668,ORANG,2020
308,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT SUKARASA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1916,ORANG,2020
309,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF,11975,ORANG,2020
310,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,UPT SUKAWARNA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1164,ORANG,2020
311,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF,4141,ORANG,2020
312,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT SURYALAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,415,ORANG,2020
313,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF,17940,ORANG,2020
314,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT TALAGABODAS,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,948,ORANG,2020
315,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF,14911,ORANG,2020
316,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,UPT TAMANSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2851,ORANG,2020
317,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF,19078,ORANG,2020
318,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT TAMBLONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,749,ORANG,2020
319,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF,32493,ORANG,2020
320,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,UPT UJUNGBERUNG INDAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2352,ORANG,2020
321,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF,14910,ORANG,2021
322,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT AHMAD YANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1585,ORANG,2021
323,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF,19766,ORANG,2021
324,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2140,ORANG,2021
325,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF,22077,ORANG,2021
326,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,UPT ARCAMANIK,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6364,ORANG,2021
327,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,USIA PRODUKTIF,7936,ORANG,2021
328,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT ASTANAANYAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2350,ORANG,2021
329,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF,25211,ORANG,2021
330,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKAN SURABAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1805,ORANG,2021
331,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF,29675,ORANG,2021
332,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT BABAKAN TAROGONG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2544,ORANG,2021
333,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,USIA PRODUKTIF,61047,ORANG,2021
334,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,UPT BABAKANSARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6538,ORANG,2021
335,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF,20159,ORANG,2021
336,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT BABATAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2062,ORANG,2021
337,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF,5523,ORANG,2021
338,32,JAWA BARAT,3273,KOTA BANDUNG,3273170,SUMUR BANDUNG,32.73.19,SUMUR BANDUNG,UPT BALAIKOTA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2257,ORANG,2021
339,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF,36793,ORANG,2021
340,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CARINGIN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5572,ORANG,2021
341,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF,6379,ORANG,2021
342,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,UPT CEMPAKA ARUM,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2449,ORANG,2021
343,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,USIA PRODUKTIF,33252,ORANG,2021
344,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,UPT CETARIP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3676,ORANG,2021
345,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF,14683,ORANG,2021
346,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5365,ORANG,2021
347,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF,12765,ORANG,2021
348,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4672,ORANG,2021
349,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF,10582,ORANG,2021
350,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIBIRU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4119,ORANG,2021
351,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF,15596,ORANG,2021
352,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,UPT CIBOLERANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1681,ORANG,2021
353,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF,32499,ORANG,2021
354,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIBUNTU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4070,ORANG,2021
355,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF,20958,ORANG,2021
356,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,UPT CIGADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1809,ORANG,2021
357,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF,26666,ORANG,2021
358,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIGONDEWAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3872,ORANG,2021
359,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF,7758,ORANG,2021
360,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA BARU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2540,ORANG,2021
361,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF,16955,ORANG,2021
362,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,UPT CIJAGRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8452,ORANG,2021
363,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF,31010,ORANG,2021
364,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,UPT CIJERAH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6937,ORANG,2021
365,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF,17471,ORANG,2021
366,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT CIKUTRA LAMA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,7348,ORANG,2021
367,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF,9030,ORANG,2021
368,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CILENGKRANG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1566,ORANG,2021
369,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF,16875,ORANG,2021
370,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,UPT CINAMBO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,12825,ORANG,2021
371,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF,29838,ORANG,2021
372,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,UPT CIPADUNG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3443,ORANG,2021
373,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF,7026,ORANG,2021
374,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIPAKU,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2587,ORANG,2021
375,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF,29943,ORANG,2021
376,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT CIPAMOKOLAN,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2743,ORANG,2021
377,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF,28364,ORANG,2021
378,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,UPT CIUMBULEUIT,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1357,ORANG,2021
379,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF,32901,ORANG,2021
380,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,UPT DAGO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4111,ORANG,2021
381,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF,25475,ORANG,2021
382,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,UPT DERWATI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,3094,ORANG,2021
383,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF,44808,ORANG,2021
384,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,UPT GARUDA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4158,ORANG,2021
385,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF,7469,ORANG,2021
386,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT GIRIMANDE,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,242,ORANG,2021
387,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF,15158,ORANG,2021
388,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT GRIYA ANTAPANI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,6592,ORANG,2021
389,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF,36745,ORANG,2021
390,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT GUMURUH,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,11607,ORANG,2021
391,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,USIA PRODUKTIF,28479,ORANG,2021
392,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,UPT IBRAHIM ADJIE,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,4870,ORANG,2021
393,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF,16712,ORANG,2021
394,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,UPT JAJAWAY,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,5014,ORANG,2021
395,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF,8064,ORANG,2021
396,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT JATIHANDAP,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1186,ORANG,2021
397,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF,15211,ORANG,2021
398,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT KARANGSETRA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2485,ORANG,2021
399,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF,29748,ORANG,2021
400,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,UPT KOPO,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,8113,ORANG,2021
401,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,USIA PRODUKTIF,27380,ORANG,2021
402,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,UPT KUJANG SARI,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2250,ORANG,2021
403,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF,8831,ORANG,2021
404,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,UPT LEDENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1349,ORANG,2021
405,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF,4876,ORANG,2021
406,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,UPT LIOGENTENG,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,2337,ORANG,2021
407,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF,9072,ORANG,2021
408,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,UPT MANDALA MEKAR,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,1725,ORANG,2021
409,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF,44793,ORANG,2021
410,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,UPT MARGAHAYU RAYA,USIA PRODUKTIF MENDAPAT PELAYANAN KESEHATAN,13579,ORANG,2021
